date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:10	1460/1460	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Jul%202021%2012:52:10%20GMT	https://www.cplusplus.com/reference/delete.cgi?a=set	www.cplusplus.com/reference/deletedda8.cgi	(from https://www.cplusplus.com/reference/set/)
14:52:12	19483/19483	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswdigit/	www.cplusplus.com/reference/cwctype/iswdigit/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:12	19649/19649	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswgraph/	www.cplusplus.com/reference/cwctype/iswgraph/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:12	19625/19625	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswlower/	www.cplusplus.com/reference/cwctype/iswlower/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:12	19310/19310	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswprint/	www.cplusplus.com/reference/cwctype/iswprint/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:14	19734/19734	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswpunct/	www.cplusplus.com/reference/cwctype/iswpunct/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:14	19382/19382	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswspace/	www.cplusplus.com/reference/cwctype/iswspace/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:14	19629/19629	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswupper/	www.cplusplus.com/reference/cwctype/iswupper/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:14	19385/19385	---MC-	200	added ('OK')	text/html	etag:1386155017	https://www.cplusplus.com/reference/cwctype/iswxdigit/	www.cplusplus.com/reference/cwctype/iswxdigit/index.html	(from https://www.cplusplus.com/reference/cwctype/)
14:52:15	2549/2549	---MC-	200	added ('OK')	text/html	date:Thu,%2022%20Jul%202021%2012:52:14%20GMT	https://www.cplusplus.com/reference/new.cgi?a=stack	www.cplusplus.com/reference/new7c9a.html	(from https://www.cplusplus.com/reference/stack/)
